Letter_n,n,max_n,Letter_n+1,Freq
దాం,1,3,భి,1
దాం,1,4,భి,1
దా,1,2,క,1
దా,1,3,క,2
దా,1,4,క,2
క,2,4,రే,1
దా,1,3,కొ,1
దా,1,4,క్,1
దా,1,5,క్,1
షా,3,5,య,1
దా,1,9,క్,1
క్,2,9,షి,2
షి,3,9,ణ్,1
ణ్,4,9,య,1
య,5,9,ప,1
ప,6,9,డు,1
డు,7,9,ట,2
ట,8,9,కు,2
దా,1,6,క్,2
దా,1,3,ఖ,1
ఖ,2,3,లా,1
దా,1,3,గ,1
దా,1,5,గి,1
గి,2,5,యు,2
యు,3,5,న్,2
దా,1,10,గు,1
గు,2,10,కొ,1
కొ,3,10,నె,1
నె,4,10,ను,1
ను,5,10,పం,1
పం,6,10,చ,1
చ,7,10,గౌ,1
గౌ,8,10,ళు,1
ళు,9,10,లు,1
దా,1,2,చి,1
దా,1,2,చు,1
దా,1,4,ట,1
ట,2,4,వే,1
దా,1,8,టా,1
టా,2,8,లి,1
లి,3,8,లం,1
లం,4,8,చ్‌,1
చ్‌,5,8,మో,1
మో,6,8,ష,1
ష,7,8,న్‌,1
న్‌,8,8,-,2
దా,1,2,టి,1
దా,1,2,టు,1
దా,1,2,డి,1
దా,1,4,డి,5
డి,2,4,చే,2
దా,1,5,డి,1
డి,2,5,ని,1
దా,1,3,డి,2
దా,1,8,డి,1
డి,2,8,మ,1
మ,3,8,పు,1
దా,1,2,ణ,1
దా,1,3,ణ,1
దా,1,2,ణా,1
దా,1,2,త,1
దా,1,4,త,1
దా,1,5,తి,1
క,3,5,జ్,1
దా,1,5,త్,1
త్,2,5,యూ,1
యూ,3,5,హ,2
దా,1,4,త్,1
దా,1,2,దా,1
దా,1,3,దా,1
దా,2,3,పు,1
దా,1,2,ది,1
దా,1,3,ది,1
దా,1,2,దీ,1
దా,1,3,దుం,1
దుం,2,3,గ,1
దా,1,3,దు,1
దు,2,3,ల్‌,1
దా,1,2,ధ,1
దా,1,2,న,1
దా,1,5,న,2
న,2,5,ధ,1
దా,1,6,న,2
న,2,6,ధా,1
ధా,3,6,రా,1
రా,4,6,వ,3
వ,5,6,లి,1
న,2,6,పం,1
దా,1,3,న,1
దా,1,4,న,4
న,2,4,ము,1
దా,1,7,న,1
న,2,7,య,1
య,3,7,మ్,1
మ్,4,7,మె,1
మె,5,7,యి,1
యి,6,7,క,1
న,2,4,వుం,2
దా,1,10,న,1
న,2,10,వు,1
వు,3,10,డు,1
డు,4,10,కా,1
కా,5,10,ల,1
ల,6,10,భై,1
భై,7,10,ర,1
ర,8,10,వు,1
న,2,4,వు,1
న,2,5,శౌం,1
శౌం,3,5,డుం,1
దా,1,2,ని,1
దా,1,3,ని,2
దా,1,5,ని,2
దా,1,4,ని,2
ని,2,4,మ్,1
ని,2,4,యం,1
యం,3,4,దు,2
ని,2,5,వ్,1
వ్,3,5,రే,1
రే,4,5,య,1
దా,1,3,నీ,1
నీ,2,3,ర,1
దా,1,11,ను,1
ను,2,11,ము,1
ము,3,11,న్,1
న్,4,11,నీ,1
నీ,5,11,రు,1
రు,6,11,దాం,1
దాం,7,11,టి,1
టి,8,11,య,1
య,9,11,వ,1
వ,10,11,ల,1
దా,1,2,ప,1
దా,1,4,ప,4
దా,1,3,ప,2
దా,1,3,పిం,1
దా,1,6,పి,1
తె,5,6,వై,1
వై,6,6,-,2
దా,1,4,పి,1
దా,1,2,పు,1
దా,1,5,పు,1
పు,2,5,ర,1
దా,1,4,పు,1
దా,1,4,పై,1
పై,2,4,న,2
దా,1,2,బా,1
దా,1,2,బు,1
దా,1,3,మ,4
మ,2,3,నీ,1
దా,1,6,మ,1
మ,2,6,రం,1
రం,3,6,జూ,1
జూ,4,6,పె,1
పె,5,6,క,1
దా,1,10,మ,1
మ,2,10,ర,1
ర,3,10,ల,1
ల,4,10,కుం,1
కుం,5,10,బె,1
బె,6,10,డ,1
డ,7,10,ము,1
ము,8,10,సే,1
సే,9,10,య,1
దా,1,3,మా,1
దా,1,4,ము,1
ము,2,4,స్,1
స్,3,4,తై,1
తై,4,4,-,1
దా,1,3,మె,1
మె,2,3,న,2
దా,1,5,మో,1
ద,3,5,రుం,6
దా,1,2,య,1
దా,1,5,యం,1
యం,2,5,గ,1
దా,1,4,య,1
దా,1,3,య,2
దా,1,5,య,1
దా,1,3,యా,1
యా,2,3,ద,1
దా,1,4,యా,1
యా,2,4,దుం,1
దా,1,2,యి,1
దా,1,2,యీ,1
దా,1,2,యు,1
దా,1,2,ర,1
దా,1,2,రం,1
దా,1,4,ర,3
దా,1,6,ర,1
ర,2,6,కు,2
కు,3,6,లం,1
లం,4,6,గూ,1
గూ,5,6,డి,1
దా,1,3,ర,2
దా,1,5,ర,2
ర,2,5,బం,3
బం,3,5,ద,1
దా,1,2,రి,1
దా,1,3,రిం,1
దా,1,4,రి,1
దా,1,6,రి,1
రి,2,6,ద్,3
ద్,3,6,ర్,1
దా,1,7,రి,1
రి,2,7,ద్,1
ద్,3,7,ర్,1
య,5,7,రే,1
రే,6,7,ఖ,2
ఖ,7,7,-,4
దా,1,8,రి,2
రి,2,8,ద్,1
ద్,3,8,ర్,1
ర్,4,8,యా,2
యా,5,8,దు,1
దు,6,8,ల,1
ల,7,8,చే,2
రి,2,8,న,1
న,3,8,ద,1
డ,5,8,చు,1
దా,1,3,రి,1
రి,2,3,లో,1
దా,1,2,రు,1
దా,1,5,రు,1
రు,2,5,కీ,1
దా,1,4,రు,2
దా,1,7,రు,2
రు,2,7,ణ,1
ణ,3,7,చి,1
చి,4,7,త్,1
త్,5,7,తుం,1
తుం,6,7,డ,1
దా,1,3,రు,2
రు,2,3,న,1
దా,1,6,రు,3
రు,2,6,ల,2
ల,3,6,దా,1
ల,3,6,మై,2
మై,4,6,తి,1
తి,5,6,మి,1
రు,2,6,హ,1
హ,3,6,రి,1
రి,4,6,ద్,1
రు,2,7,హ,1
హ,3,7,స్,1
స్,4,7,త,3
దా,1,3,రో,1
రో,2,3,గా,1
దా,1,13,ర్,1
ర్,2,13,కొ,1
ని,4,13,ఖీ,1
ఖీ,5,13,ము,1
ము,6,13,శి,1
శి,7,13,రం,1
రం,8,13,బు,1
బు,9,13,వ,1
వ,10,13,క్,1
క్,11,13,ష,1
ష,12,13,ము,2
దా,1,3,ర్,2
ర్,2,3,చె,3
దా,1,5,ర్,1
ర్,2,5,జ్,2
దా,1,8,ర్,1
ర్,2,8,ద,1
ము,4,8,గ,4
దా,1,15,ర్,1
ర్,2,15,మ్,1
మ్,3,15,కొ,1
కొ,4,15,ని,2
ని,5,15,వ,1
వ,6,15,క్,1
క్,7,15,ర,1
ర,8,15,వా,1
వా,9,15,గు,1
గు,10,15,రు,1
రు,11,15,లం,1
లం,12,15,దా,1
దా,13,15,ర్,1
ర్,14,15,చి,1
దా,1,6,ర్,2
వా,3,6,ఘా,1
ఘా,4,6,ట,1
దా,1,4,ర్,1
ర్,2,6,హ,4
హ,3,6,వం,1
వం,4,6,శ,2
దా,1,2,లి,1
దా,1,3,లిం,1
దా,1,2,లు,1
దా,1,4,లు,1
దా,1,3,ల్,1
దా,1,4,ల్,3
చి,3,4,ని,1
ల్,2,4,తు,4
దా,1,6,ళ,1
ళ,2,6,ధ,1
ధ,3,6,ళ్,1
ళ్,4,6,య,1
దా,1,2,ళా,1
దా,1,2,ళి,1
దా,1,3,ళిం,1
ళిం,2,3,బ,1
దా,1,4,ళి,1
ళి,2,4,మ్,1
దా,1,4,ళీ,1
దా,1,2,ళు,1
దా,1,4,ళు,1
ళు,2,4,ల,1
దా,1,3,ళు,2
దా,1,2,వ,1
దా,1,4,వం,1
వం,2,4,త,3
దా,1,3,వ,2
దా,1,5,వ,1
దా,1,4,వ,1
వ,2,4,రీం,1
దా,1,2,వా,1
దా,1,5,వా,1
వా,2,5,సీ,1
సీ,3,5,జా,1
జా,4,5,క్‌,1
దా,1,4,వి,1
వి,2,4,క,5
దా,1,4,వృ,1
దా,1,5,శ,1
శ,2,5,పు,1
దా,1,4,శ,1
శ,2,4,రా,1
దా,1,5,శా,1
దా,1,4,శా,1
శా,2,4,ర్,1
దా,1,4,ష్,1
దా,1,2,స,1
దా,1,4,స,2
న,3,4,ముూ,1
ముూ,4,4,-,3
దా,1,3,స,2
దా,1,5,స,3
ర,3,5,య్,2
దా,1,6,స,1
రి,3,6,కొ,1
రి,3,5,గాం,1
దా,1,2,సి,1
దా,1,3,సుం,1
సుం,2,3,డు,1
దా,1,4,సే,2
సే,2,4,యుం,1
దా,1,3,సే,1
సే,2,3,ర,1
సే,2,4,రుం,1
దా,1,3,స్,1
దా,1,4,స్,1
దా,1,2,హ,1
దా,1,2,హం,1
దా,1,4,హ,2
హ,2,4,కుం,1
దా,1,3,హ,2
హ,2,4,ము,2
దా,1,5,హ,1
ది,1,1,-,1
దిం,1,8,చా,1
చా,2,8,యి,1
యి,3,8,బం,1
బం,4,8,దో,1
దో,5,8,బ,1
బ,6,8,స్,1
స్,7,8,తు,1
దిం,1,2,చు,1
దిం,1,3,చు,1
దిం,1,4,చు,1
దిం,1,3,డీం,1
దిం,1,2,డు,1
దిం,1,2,దిం,1
దిం,2,2,-,1
దిం,1,2,దు,1
దిం,1,3,ప,1
దిం,1,2,పు,1
దిం,1,5,పు,1
పు,2,5,లు,1
ది,1,2,క,1
ది,1,8,క,1
క,2,8,బ్,1
బ్,3,8,బ,1
బ,4,8,లి,1
లి,5,8,యుం,1
యుం,6,8,డు,1
ది,1,3,క,1
ది,1,4,క,1
క,2,4,ము,5
ది,1,5,కిం,1
కిం,2,5,బ,1
బ,3,5,లె,1
లె,4,5,క,1
ది,1,3,క్,2
ది,1,7,క్,3
క,3,7,మొ,1
మొ,4,7,గ,2
కా,3,7,మొ,1
ది,1,4,క్,1
కు,3,4,ది,1
ది,1,6,క్,1
ల,4,6,ల,2
ది,1,5,క్,1
క్,2,5,సా,1
రి,4,5,ణి,3
క్,2,7,సా,1
సా,3,7,ల,1
వ,5,7,రు,4
ది,1,2,క్‌,1
క్‌,2,2,-,6
ది,1,2,గ,1
ది,1,3,గం,1
గం,2,3,తం,1
ది,1,4,గం,2
గం,2,4,దీ,3
దీ,3,4,యు,6
ది,1,5,గం,4
గం,2,5,దు,2
దు,3,5,డు,2
ది,1,6,గం,1
గం,2,6,బ,1
ది,1,9,గం,1
గం,2,9,బ,1
బ,3,9,ర,1
ర,4,9,వే,1
వే,5,9,షం,2
షం,6,9,గృ,1
గృ,7,9,త్,1
త్,8,9,య,2
ది,1,4,గ,2
ది,1,5,గ,1
గ,2,5,వి,1
ది,1,10,గాం,1
గాం,2,10,గ,1
గ,3,10,నం,1
నం,4,10,బ,1
ది,1,8,గాం,1
గాం,2,8,గా,1
గా,3,8,నం,1
డి,6,8,యె,1
యె,7,8,డి,1
ది,1,2,గి,1
ది,1,3,గి,1
గి,2,3,చి,2
ది,1,5,గి,1
గి,2,5,చి,1
చి,3,5,యే,1
యే,4,5,సె,1
ది,1,2,గు,1
ది,1,3,గుం,1
గుం,2,3,టే,1
ది,1,3,గు,4
ది,1,4,గు,6
ది,1,5,గు,2
లు,3,5,ప,4
లు,3,5,పా,1
ది,1,7,గు,2
గు,2,7,వ,1
వ,3,7,లో,2
లో,4,7,క,2
వా,3,7,జం,1
జం,4,7,బో,1
బో,5,7,యిం,1
యిం,6,7,చి,1
ది,1,3,గృ,1
గృ,2,3,మ,1
ది,1,4,గ్,7
ది,1,5,గ్,5
ది,1,3,గ్,1
గ్,2,5,బం,1
గ్,2,4,భ,1
భ,3,4,మ,1
ది,1,4,చ్,1
ది,1,6,చ్,1
చు,3,6,మొ,2
ది,1,3,ట,2
ట,2,3,వు,2
ది,1,3,ట్,1
ది,1,4,ట్,3
టం,3,4,డు,1
ట,3,4,డు,1
ది,1,3,డ్,1
ది,1,3,త,1
ది,1,2,తి,1
ది,1,5,తి,1
తి,2,5,సు,1
సు,3,5,తుం,1
ది,1,4,ద,1
ది,1,3,ద్,1
ది,1,5,ద్,4
దు,3,5,గ,1
ది,1,4,ద్,1
దు,3,5,పా,1
దు,3,5,బ,1
దు,3,5,బా,2
ది,1,6,ద్,1
ద్,2,6,భ,1
ది,1,5,ధ,1
ధ,2,5,క్,1
ది,1,4,ధి,1
ధి,2,4,షు,1
ది,1,2,నం,1
నం,2,2,-,6
ది,1,21,నం,1
నం,2,21,జా,1
జా,3,21,ల,1
ల,4,21,దు,1
దు,5,21,మృ,1
మృ,6,21,దు,1
దు,7,21,ప,1
ప,8,21,వ,1
వ,9,21,న,1
న,10,21,వి,1
వి,11,21,ర,1
ర,12,21,హి,1
హి,13,21,జ,1
జ,14,21,న,1
న,15,21,దు,1
దు,16,21,రి,1
రి,17,21,త,1
త,18,21,ము,1
ము,19,21,న,1
న,20,21,క,1
క,21,21,-,2
ది,1,5,న,4
క,3,5,రు,4
రు,4,5,ని,1
న,2,5,చ,2
ది,1,3,న,3
ది,1,6,న,2
బ,3,6,త్,1
తె,5,6,ము,5
ది,1,4,న,2
వా,3,4,ర,4
న,2,6,వె,1
వె,3,6,చ్,1
చ్,4,6,చే,2
చే,5,6,ము,1
న,2,5,స,1
ది,1,4,నాం,1
ది,1,3,నా,1
నా,2,3,రి,2
ది,1,3,ను,2
ను,2,3,ను,2
ది,1,6,ను,2
ను,2,6,సు,2
సు,3,6,గ,2
ది,1,7,ను,1
ను,2,7,సు,1
సు,3,7,పిం,1
పిం,4,7,డి,1
డి,5,7,వం,1
సు,3,6,వ,1
వ,4,6,డ్,1
డ్,5,6,డు,1
ది,1,4,ను,1
ను,2,4,స్,2
ది,1,6,న్,1
య,4,6,న్,1
ది,1,12,పూ,1
పూ,2,12,వం,1
వం,3,12,ద,1
ద,4,12,నే,1
నే,5,12,ల,1
ల,6,12,యి,1
యి,7,12,టు,1
టు,8,12,ర,1
ర,9,12,జ్,1
జ్,10,12,డం,1
డం,11,12,గ,1
ది,1,3,బ్,1
ది,1,5,బ్,1
ది,1,4,బ్,2
బి,3,4,ము,1
బె,3,4,ము,2
ది,1,4,భా,1
భా,2,4,గ,2
ది,1,3,మా,1
మా,2,3,కు,1
ది,1,2,మి,1
ది,1,4,మి,1
మి,2,4,ది,1
ది,1,3,మి,1
ది,1,3,మూం,1
మూం,2,3,త,1
ది,1,9,మోం,1
మోం,2,9,కా,1
కా,3,9,ళ్,1
ళ్,4,9,ల,1
ల,5,9,తో,1
తో,6,9,న,1
న,7,9,డ,1
డ,8,9,చు,1
ది,1,3,మ్,3
ది,1,4,మ్,3
ది,1,8,మ్,1
మ,3,8,రి,1
రి,4,8,ఆ,1
ఆ,5,8,కా,1
కా,6,8,శ,1
శ,7,8,ము,1
ది,1,5,మ్,1
మి,3,4,స,2
ది,1,6,మ్,1
ము,3,6,వ,1
మె,3,4,స,1
ది,1,9,య,1
య,2,9,లు,1
లు,3,9,గ్,1
గ్,4,9,గ,1
గ,5,9,డిం,1
డిం,6,9,పం,1
పం,7,9,గ,1
ది,1,2,యో,1
ది,1,4,ర,2
ర,2,4,ది,2
ర,2,4,సె,2
ది,1,4,రిం,1
రిం,2,4,చు,3
ది,1,5,రి,4
గి,3,5,యుం,1
ది,1,3,రి,1
రి,2,3,గె,3
రి,2,5,గె,1
గె,3,5,లీ,1
లీ,4,5,ల,1
త్,3,5,రీ,2
రీ,4,5,రు,1
ది,1,4,రి,2
ది,1,16,రు,1
రు,2,16,గు,1
గు,3,16,జ,1
జ,4,16,సా,1
సా,5,16,గి,1
గి,6,16,పో,1
పో,7,16,క,1
క,8,16,గు,1
గు,9,16,ట,1
ట,10,16,గు,1
గు,11,16,ట,1
ట,12,16,ల,1
ల,13,16,డ,1
డ,14,16,ర,1
ర,15,16,క,1
ది,1,5,రు,1
ది,1,3,ల,1
ది,1,3,లా,1
ది,1,4,లీ,1
లీ,2,4,పు,1
ది,1,2,వ,1
ది,1,3,వ,2
వ,2,3,టీ,1
ది,1,4,వ,2
వ,2,4,వ్,1
వ్,3,4,వె,1
ది,1,5,వ,1
వ,2,5,స్,3
స్,3,5,ప,5
ది,1,4,వాం,1
వాం,2,4,ధ,1
ది,1,5,వా,3
వా,2,5,క,1
వా,2,5,ఖీ,1
ఖీ,3,5,త,1
ది,1,6,వా,1
వా,2,6,ణ,1
పు,4,6,బం,1
బం,5,6,టు,1
ది,1,4,వా,1
ది,1,3,వా,3
వా,2,5,భీ,1
భీ,3,5,తుం,1
వా,2,3,లా,2
వా,2,3,ళా,1
ళా,3,3,-,2
ది,1,2,వి,1
ది,1,4,వి,1
వి,2,4,జుం,2
ది,1,3,వి,2
వి,2,3,టీ,1
ది,1,7,వి,1
వి,2,7,దా,1
దా,3,7,రి,2
రి,4,7,కొ,2
ది,1,6,వి,1
వి,2,6,య,2
య,3,6,కం,2
ది,1,5,వి,2
వి,2,5,య,1
వి,2,5,ష,2
ష,3,5,దుం,2
ది,1,2,వు,1
ది,1,2,వె,1
ది,1,5,వె,1
వె,2,5,కం,1
ది,1,7,వె,1
వె,2,7,దా,1
ది,1,5,వో,2
వో,2,5,క,1
వో,2,5,దా,1
దా,3,5,సుం,1
ది,1,5,వౌ,1
వౌ,2,5,క,1
ది,1,3,వ్,1
ది,1,7,వ్,4
య,3,7,చ,1
ది,1,4,వ్,3
ది,1,5,వ్,3
ది,1,15,వ్,1
వ్,2,15,య,1
య,3,15,వా,1
వా,4,15,హి,1
హి,5,15,నిం,1
నిం,6,15,గొ,1
గొ,7,15,మ,1
మ,8,15,రే,1
రే,9,15,టం,1
టం,10,15,దీ,1
దీ,11,15,ర్,1
ర్,12,15,ధ,1
ధ,13,15,మా,1
మా,14,15,డి,1
ది,1,9,వ్,1
వ్,2,9,యా,1
యా,3,9,జు,1
జు,4,9,పుం,1
పుం,5,9,బ్,1
బ్,6,9,రు,2
రు,7,9,వ్,1
వ్,8,9,వు,1
ది,1,11,వ్,1
వ్,2,11,యా,1
యా,3,11,ణు,1
ణు,4,11,పుం,1
పుం,5,11,బ్,1
బ్,6,11,రు,1
రు,7,11,వ్,1
వ్,8,11,వు,1
వు,9,11,గూ,1
గూ,10,11,బ,1
ది,1,8,వ్,1
వ్,2,8,యో,1
యో,3,8,ప,1
ప,4,8,పా,1
పా,5,8,దు,1
దు,6,8,కుం,1
వ,3,4,టీ,1
వ,3,7,య,4
య,4,7,కం,2
కం,5,7,బ,2
బ,6,7,ము,3
వ్,2,4,వి,1
వి,3,7,య,1
ది,1,6,వ్,1
వ్,2,6,వె,4
వె,3,6,కం,1
వ్,2,7,వె,1
వె,3,7,కం,1
కం,4,7,బ,1
వె,3,5,కో,1
వె,3,5,ను,1
ను,4,5,డి,1
ది,1,2,శ,1
ది,1,2,శా,1
ది,1,2,శి,1
ది,1,4,శ్,1
ది,1,4,ష్,1
ది,1,5,ష్,2
ష్,2,5,టాం,2
టాం,3,5,త,2
ది,1,3,ష్,1
ష్,2,5,యం,2
యం,3,5,తుం,2
ది,1,2,స,1
ది,1,5,సం,1
సం,2,5,త,2
త,3,5,డు,1
ది,1,6,సం,1
సం,2,6,తు,1
తు,3,6,కొ,1
ది,1,7,సం,1
సం,2,7,తు,1
తు,3,7,వే,1
వే,4,7,డ,1
డ,5,7,బ,1
ది,1,4,స,1
స,2,4,మొ,1
ది,1,6,స,1
స,2,6,మొ,1
ది,1,2,సె,1
ది,1,3,స్,2
ది,1,5,స్,1
స్,2,5,స,5
స,3,5,మొ,1
మొ,4,5,ల,1
ది,1,7,స్,1
స్,2,7,స,1
స,3,7,మొ,1
మొ,4,7,ల,1
ది,1,8,స్,1
స్,2,8,స,1
స,3,8,మొ,2
మొ,4,8,ల,1
దీ,1,1,-,1
దీ,1,2,అ,1
దీ,1,3,కిం,1
దీ,1,2,కు,1
దీ,1,3,కొ,1
దీ,1,3,కో,1
దీ,1,3,క్,1
దీ,1,4,క్,2
ష,3,4,లు,2
దీ,1,9,క్,1
ష,3,9,వ,1
వ,4,9,హిం,1
హిం,5,9,చి,1
దీ,1,6,క్,1
షా,3,6,స్,2
థ,5,6,లి,1
దీ,1,5,క్,1
దీ,1,2,టు,1
దీ,1,5,టు,1
దీ,1,4,టు,1
దీ,1,2,టె,1
దీ,1,3,ది,1
ది,2,3,వి,2
దీ,1,3,ధి,1
ధి,2,3,తి,2
దీ,1,2,న,1
దీ,1,3,నా,2
నా,2,3,ర,1
దీ,1,4,నా,1
నా,2,4,ర,5
దీ,1,3,ని,2
దీ,1,14,ని,1
ని,2,14,నే,1
నే,3,14,లా,1
లా,4,14,గు,1
గు,5,14,నం,1
నం,6,14,ద,1
ద,7,14,రిం,1
రిం,8,14,పం,1
పం,9,14,దీ,1
దీ,10,14,రు,1
రు,11,14,మ,1
మ,12,14,న,1
దీ,1,8,ని,1
ని,2,8,యం,1
యం,3,8,గ,1
గ,4,8,ము,1
ము,5,8,ల,3
ల,6,8,కాం,1
కాం,7,8,తి,1
దీ,1,3,నుం,1
దీ,1,2,ప,1
దీ,1,3,ప,2
దీ,1,4,ప,1
దీ,1,7,ప,1
ప,2,7,కా,1
దీ,1,10,ప,1
ప,2,10,య,1
య,3,10,ప,2
ప,4,10,ష్,1
ష్,5,10,టి,1
టి,6,10,క,1
క,7,10,దుః,1
దుః,8,10,ఖ,1
ఖ,9,10,ము,1
దీ,1,5,ప,2
య,3,5,ష్,1
దీ,1,6,ప,1
ప,2,6,వృ,1
వృ,3,6,క్,7
దీ,1,4,పా,1
దీ,1,3,పి,2
దీ,1,4,పు,1
దీ,1,4,ప్,1
దీ,1,3,ప్,1
దీ,1,5,ప్,1
ప్,2,5,య,1
దీ,1,3,మ,1
దీ,1,4,మ,2
స,3,4,మ,1
దీ,1,2,ము,1
దీ,1,11,య,1
య,2,11,కే,1
కే,3,11,టి,1
టి,4,11,లో,1
లో,5,11,ను,1
ను,6,11,జు,1
జు,7,11,కు,1
కు,8,11,క,1
క,9,11,ర,1
ర,10,11,ణి,1
ణి,11,11,-,2
దీ,1,2,యు,1
దీ,1,9,యు,1
యు,2,9,గ,1
గ,3,9,డ,1
డ,4,9,య,1
య,5,9,గుం,1
గుం,6,9,గా,1
గా,7,9,క,1
క,8,9,ని,1
దీ,1,4,రా,1
దీ,1,2,రి,1
దీ,1,6,రు,1
రు,2,6,నే,1
నే,3,6,వె,1
వె,4,6,డం,1
డం,5,6,గ,3
దీ,1,3,ర్,6
ర్,2,3,చా,2
దీ,1,5,ర్,6
ర్,2,5,చా,1
చా,3,5,యు,1
దీ,1,11,ర్,1
ర్,2,11,చు,1
చు,3,11,కొ,1
కొ,4,11,ను,1
ను,5,11,పె,1
పె,6,11,ద్,1
ద్,7,11,ద,1
ద,8,11,వా,1
వా,9,11,ర,1
ర్,2,5,చె,2
చె,3,5,ద,4
దీ,1,6,ర్,9
ర్,2,6,ట,2
ట,3,6,ని,3
ణ,3,5,కా,1
దీ,1,8,ర్,2
ణ,3,8,చ,1
చ,4,8,తు,1
తు,5,8,ర,1
స్,7,8,ర,1
దీ,1,4,ర్,5
ర్,2,6,ద,6
ద,3,6,దృ,1
దృ,4,6,ష్,1
ర్,2,5,దా,7
ర్,2,6,దా,4
దా,3,6,లో,1
లో,4,6,చ,1
కా,4,6,లి,2
ధ,3,6,జం,1
జం,4,6,ఘ,1
ఘ,5,6,ము,1
ప్,4,8,ఫ,1
ఫ,5,8,ష్,1
ష్,6,8,ట,3
ట,7,8,ము,5
ధ,3,6,వృం,1
దీ,1,7,ర్,4
ధ,3,7,సూ,1
సూ,4,7,త్,3
ర్,2,4,ధి,3
ధి,3,4,కా,1
ర్,2,3,భా,1
హ,3,6,కా,1
హ,3,6,కో,1
కో,4,6,శి,1
శి,5,6,క,1
ర్,2,7,హ,3
హ,3,7,క్,1
క్,4,7,షా,1
షా,5,7,లి,1
లి,6,7,క,3
హ,3,6,ద,1
హ,3,5,దే,1
దే,4,5,హి,1
హ,3,7,ప,1
హ,3,5,మా,1
హ,3,7,శ,2
శ,4,7,వ,1
దీ,1,2,లు,1
దీ,1,6,లు,1
లు,2,6,ద,1
ల,4,6,యే,1
యే,5,6,మొ,1
మొ,6,6,-,1
దీ,1,4,లు,1
దీ,1,2,వ,1
దీ,1,2,వం,1
వం,2,2,-,3
దీ,1,3,వ,1
దీ,1,6,వ,1
వ,2,6,నం,1
నం,3,6,బ్,1
బ్,4,6,రా,4
దీ,1,7,వ,1
వ,2,7,లం,1
లం,3,7,ట,1
ట,4,7,వ,1
దీ,1,4,వ,1
దీ,1,2,వి,1
దీ,1,3,విం,1
దీ,1,3,వి,1
దీ,1,6,వి,1
దీ,1,2,వె,1
దీ,1,3,వె,1
వె,2,3,న,2
దీ,1,5,వె,1
వె,2,5,న,1
న,3,5,కో,1
దీ,1,4,ష్,1
దీ,1,4,సి,1
సి,2,4,రే,1
రే,3,4,ని,1
దీ,1,6,స్,1
తుం,3,6,దే,1
దే,4,6,వా,1
దు,1,1,-,1
దుం,1,3,క,1
దుం,1,2,గ,1
దుం,1,7,గా,1
గా,2,7,నం,1
నం,3,7,బ,2
యె,6,7,డి,1
దుం,1,9,గొ,1
గొ,2,9,పు,1
రు,4,9,ను,1
ను,5,9,బొ,1
బొ,6,9,క్,1
క్,7,9,షి,1
షి,8,9,లి,1
దుం,1,4,డ,1
దుం,1,5,డ,1
డ,2,5,టి,1
టి,3,5,క,4
దుం,1,2,డి,1
దుం,1,4,డి,1
దుం,1,18,డి,1
డి,2,18,యె,1
యె,3,18,త్,1
త్,4,18,తి,1
తి,5,18,వె,1
వె,6,18,ను,1
ను,7,18,క,1
క,8,18,కు,1
కు,9,18,చె,1
చె,10,18,క్,1
క్,11,18,కు,1
కు,12,18,కొ,1
కొ,13,18,ను,1
ను,14,18,కో,1
కో,15,18,క,1
క,16,18,చే,1
చే,17,18,లు,1
దుం,1,2,డు,1
దుం,1,3,డు,2
దుం,1,4,డు,1
డు,2,4,బ,1
దుం,1,2,త,1
దుం,1,5,త,1
త,2,5,ర,7
దుం,1,4,ద,3
ద,2,4,గీం,2
గీం,3,4,దు,1
ద,2,4,డు,5
డు,3,4,భ,1
దుం,1,4,ది,1
ది,2,4,ల,2
దుం,1,4,దు,1
దుం,1,3,దు,4
దు,2,3,భి,1
దుం,1,2,ప,1
దుం,1,6,ప,3
చే,5,6,లి,1
రా,3,6,స్,1
స్,4,6,ట,1
దుం,1,3,బా,1
బా,2,3,లా,1
దుం,1,3,బొ,1
బొ,2,3,డి,1
దుః,1,2,ఖ,1
దుః,1,8,ఖ,1
ఖ,2,8,చ,1
చ,3,8,తు,6
తు,4,8,ష్,5
ట,6,8,య,5
దుః,1,6,ఖ,3
ఖ,2,6,త్,1
ఖ,2,6,ద్,1
దుః,1,5,ఖ,3
ఖ,2,5,ప,1
దుః,1,4,ఖ,2
ఖ,2,4,ప,1
ఖ,2,4,పా,2
ఖ,2,5,పె,1
ఖ,2,5,భా,1
భా,3,5,గు,2
దుః,1,3,ఖ,2
ఖ,2,3,మ,1
ఖ,2,3,ము,7
ఖ,2,6,ము,2
దుః,1,10,ఖి,1
ఖి,2,10,తా,1
తా,3,10,త్,1
త్,4,10,మ,1
మ,5,10,క,1
క,6,10,య,1
య,7,10,గు,1
గు,8,10,చు,1
చు,9,10,క,1
దు,1,2,క,1
దు,1,6,క,1
క,2,6,తు,1
క,4,6,మా,1
మా,5,6,ని,1
దు,1,4,కా,1
కా,2,4,ణ,1
దు,1,2,కు,,1
కు,,2,2,-,1
దు,1,4,కూ,1
దు,1,3,కొం,1
కొం,2,3,చు,1
దు,1,6,క్,1
కి,3,6,టె,1
దు,1,5,క్,1
కి,3,5,వా,1
దు,1,8,క్,1
కి,3,8,వా,1
వా,4,8,లు,2
లు,5,8,దా,2
దా,6,8,లు,1
దు,1,2,గ,1
దు,1,9,గ,3
